AppID,categories_single-player,categories_multi-player,categories_online_pvp,categories_full_controller_support,categories_steam_trading_cards,categories_steam_achievements,categories_steam_cloud,categories_family_sharing,categories_partial_controller_support,categories_shared/split_screen,categories_remote_play_together,genres_action,genres_adventure,genres_indie,genres_rpg,genres_simulation,genres_early_access,genres_strategy,genres_casual
2487350,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
441830,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
255390,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
275200,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
508980,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1152340,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0
1599020,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
407330,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
744060,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
431180,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
982720,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1502190,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1730680,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1
1203930,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1040070,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
216890,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
297860,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
38600,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
587450,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
969760,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
638990,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
609150,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
732050,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
1449070,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
329970,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2399220,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
331670,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
228760,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
605230,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
926340,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0
25800,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1266030,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0
503580,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1
1066130,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
257170,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
735290,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1100260,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1764530,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
801550,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
495280,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1097580,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
208730,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1101790,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
363360,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
217920,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
618740,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
383230,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
718650,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0
2069640,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1286880,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
829280,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
2455060,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
566860,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0
397460,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
1230530,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1102930,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1364210,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1036240,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1587540,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
2198070,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
1350200,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1
922500,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1299370,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
962580,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
1580520,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
1191630,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
843200,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
1477810,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
747340,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
829660,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
1034860,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
726590,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1084640,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1265930,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
229480,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0
1532690,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
2121980,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1967510,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1471180,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
595500,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1444650,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1257360,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1511460,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1462810,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
465240,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1649010,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
1157220,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
2190220,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1
2314160,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1930640,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
383270,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1591420,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
244430,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1150590,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1420290,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1440440,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
1734320,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
7800,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
465490,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
857450,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2418520,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1
1294420,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
331500,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
510500,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1329880,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0
1347550,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
322520,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1644940,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
1933660,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
898890,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1005930,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1808680,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
495990,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
255070,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
220660,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
886900,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
452570,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1426010,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
2510770,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1
1589120,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
1963570,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
1517970,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
838630,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
250110,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
525360,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
285110,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
301320,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2299900,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1330660,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
852220,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1644320,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
1018010,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
1611410,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
748370,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1136380,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
447120,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
845890,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
314230,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
1411740,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1097880,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1310330,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
983870,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
1599330,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0
2236070,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
255320,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1151440,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0
427030,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
795420,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
339200,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
471010,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
1127980,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
231330,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
722730,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0
270910,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
1447000,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1931730,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
741140,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0
802880,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1255560,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
465100,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
1576240,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1043390,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
244910,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
289520,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1835240,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1556980,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
954650,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
377860,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
1677110,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1
812040,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0
209540,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
716490,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
742250,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1314000,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
976390,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1358140,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
520940,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
1000760,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
782250,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
909320,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1122340,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1314140,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1320140,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
757300,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1029630,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
741510,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1546010,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
310790,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
1830970,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0
968790,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1120320,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
885000,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1110100,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
246110,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1915510,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
1144030,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
283680,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
348470,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
460430,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
314810,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
312200,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
1167140,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0
1289340,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
1301390,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1492680,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
218820,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
833040,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
1033420,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
821890,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
640590,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
457680,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1766100,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2187220,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1127840,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
1405470,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
841190,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
1440670,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1024650,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
537450,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
294810,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
1802720,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
1149550,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0
1243850,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1602080,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1580790,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
413710,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
1920480,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
353540,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
477730,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
2357910,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
495050,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1947500,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1730700,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
646200,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1260820,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
1338840,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
1073910,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
284750,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1379870,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
611160,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1740300,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
1536090,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
1904860,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
725270,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1726190,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1163870,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
496810,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
726840,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
765870,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
965680,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
402620,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
357330,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1089630,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1546400,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
704030,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
1393750,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
989690,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1392960,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1
314980,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
259060,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
938220,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
237430,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
955560,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
467520,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1202200,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1
455820,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
2076010,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2614070,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
251270,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
937580,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
1256230,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
410850,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1113570,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
1868000,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0
1491670,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
936720,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
550080,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
301120,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1159560,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1222300,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
697550,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
1318090,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
334540,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1423330,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0
2071500,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
359900,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
390340,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2499470,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
227080,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
319870,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
2130460,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1769420,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0
1154790,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
753930,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1432100,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1258590,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
300060,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1490610,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1316910,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
1839940,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
909660,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
1229900,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
1450900,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
1850160,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
646500,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
762830,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
1107300,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
318230,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0
403970,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
502370,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
63910,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1922010,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1125240,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0
1011670,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
1386780,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
1141220,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
861250,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
830820,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
368430,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
828900,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
658570,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
98200,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
351700,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0
1461600,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
312540,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
205610,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
623340,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
580170,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
1020470,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1
359230,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
792120,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
280520,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
226560,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
